stabf,g4,g3,g2,g1,p4,p3,p2,p1,tau4,tau3,tau2,tau1
stable,0.6203620601363239,0.5770638377209311,0.8898497512823521,0.323051881822254,-1.0640499800034202,-0.89772732023265,-1.54631252934991,3.5080898295859804,1.32590470984451,3.9232280218902003,0.692409794730262,5.62118895125409
stable,0.650618061625614,0.405330075535929,0.925196340843495,0.556515445499015,-1.94875393958406,-1.02836951079062,-0.9378656887508809,3.91498913912556,3.52814506093647,1.7006917048015202,1.4872484590362298,6.69521895901288
stable,0.30076978604857,0.53351811926559,0.304410927606218,0.211420840135304,-1.26273740112453,-0.799915660484578,-0.619572605007526,2.6822256666166298,6.384345571167951,8.64536566547942,3.5218731376585697,0.72236425549417
unstable,0.80836499244726,0.608839065854676,0.665606712012276,0.549310634252005,-1.81864609514792,-1.5729733701628301,-1.5948135935401397,4.986433058850889,4.80728319311657,6.948657943657169,3.7977566459179597,2.11979040966961
stable,0.0599555831007985,0.734089559678843,0.337104916634422,0.8229598502431039,-0.8914722681543559,-1.09454484838307,-0.8259164540875241,2.8119335706249498,5.98569050131816,8.31535464463334,4.91610161488132,0.6962163272398989
unstable,0.9506813823633109,0.781433803134771,0.407192154160837,0.674453162014208,-1.3163766528748102,-0.597130869792588,-0.7889944022035341,2.7025019248709303,3.0965110564463103,7.07207101439852,8.70087873865404,4.15799064692903
unstable,0.38435667083812497,0.19646588643506305,0.761856550119565,0.69465433778225,-0.9218771007599541,-0.9140590273401229,-1.82235791504913,3.65829404314921,8.11029775452551,5.34984274830533,9.33736185125246,5.398864438513829
unstable,0.535753594364889,0.6560908452747121,0.5970382218404741,0.491674358059182,-1.32995705248803,-0.86825987775675,-1.12278983954855,3.3210067697933296,9.59743317307626,4.86646313676095,3.78113780875733,2.0779802951469697
stable,0.3980586082547589,0.434196318238798,0.857938996258415,0.21535728091896203,-1.19741890069756,-1.50294525204115,-1.54966896846122,4.25003312119993,1.0587692155780202,1.7615556220006499,6.26197506182624,8.892759977312881
unstable,0.265764489812246,0.49622431323500105,0.529291412217274,0.37407403021496705,-0.7575054448082109,-1.88068547844996,-1.5863928871978998,4.224583810456069,8.47975192178823,4.60634923351296,6.188648755897,9.189693119030519
unstable,0.8591432039253292,0.3788485253217871,0.7216754439358241,0.5771793248898771,-0.580675005744875,-0.664729172887653,-1.00727136722312,2.25267554585565,7.20337993850343,6.300495676584821,6.286402788386541,1.22898047307527
unstable,0.531467631448365,0.876142759622966,0.39768441941923605,0.978406682039984,-1.5932667126951299,-1.20035952992568,-0.8072485163659321,3.6008747589867403,9.180735285600779,7.8510426975722805,3.59433542883588,7.132896115795781
stable,0.32391045269090896,0.6827013411580141,0.23662955940993302,0.434012975692789,-1.69200331810606,-1.94981223814324,-1.2792929560309698,4.921108512280269,6.119566766623059,0.9851153330911421,2.84685622903747,8.2600840523681
unstable,0.290944617304227,0.7160542068110991,0.71760145486682,0.31288142793362295,-0.8065051044497641,-0.6667871213637061,-1.68982734745188,3.16311957326535,6.84045706416157,1.4981945880882799,9.64069016549753,7.1681943938440895
unstable,0.9030331222170308,0.74570538571503,0.19283703233532,0.91721618716161,-1.8169986487635201,-1.65096804685734,-1.94563902484856,5.41360572046942,7.56064773035761,0.808427610765432,7.35342715090379,3.0480013261712497
unstable,0.9457780693135129,0.777694335213567,0.163394964876191,0.37925562735628704,-1.8003694743006498,-1.85205364899737,-0.955319762990391,4.607742886288411,8.254505233286869,7.23522691307784,1.94330288697144,6.5082597941596605
stable,0.627996443158467,0.69861646540573,0.7993034598136669,0.23174378228206302,-1.81176757324628,-1.76417541027064,-1.0945021791959102,4.670445162712831,3.68273072977865,0.8942566659421891,0.5777844438610601,3.02140290086542
stable,0.802681891771907,0.14925734077797198,0.6527628057992281,0.223112473644866,-1.9226787759395,-0.7862857307936529,-0.5944767096066971,3.30344121633985,3.5104574113848,2.92400360249435,2.9172118666933,9.48398749985059
stable,0.9120979167011469,0.5958628313968181,0.83289824959784,0.183299186505224,-0.7449039690892559,-1.23315729002105,-0.827599503120815,2.80566076223112,2.7823610627387203,1.8847014207962098,1.5518585529975701,1.15196820218735
stable,0.20782796296320896,0.157524826948959,0.34073619911472003,0.133102575850246,-1.07115303743922,-0.647561909173196,-1.57689829419709,3.2956132408095096,5.91201454135218,5.5512022966558,2.70013398751114,4.2552865930096
stable,0.223460333994599,0.747465594212218,0.31067461770037397,0.18609929520452398,-1.33429496145294,-0.8578279611178559,-1.19203213755726,3.38415506012806,3.55528806508929,3.92542881031594,1.3908771273253,6.51709285956498
unstable,0.372501750549654,0.49503622258422797,0.7196118446341959,0.5346044104655759,-1.46545250895597,-1.78492831105981,-1.56546755923411,4.81584837924989,7.4909449504865195,6.49691553928642,2.17139235609864,6.822469898457741
unstable,0.73242956613765,0.220590650718965,0.46705307402172797,0.256295152261184,-1.31681534818314,-0.9134221141674671,-1.4925793497746598,3.7228168121252696,9.845355525509868,7.90584794862499,4.924062483069981,5.3168798356
stable,0.6086476800324979,0.39061491495907896,0.642698802042434,0.19437299019912602,-1.15477304080942,-1.67956333996117,-0.760665772308968,3.5950021530795597,5.15047587238016,4.80227612569592,0.7618930101900359,7.45745835036036
unstable,0.7757768739954741,0.23767903910509802,0.5208652655785179,0.31120137538659004,-1.8427416541145398,-1.5161743076021699,-1.79316327118879,5.1520792329055,7.06494177847906,5.17997728521979,7.653405868936031,9.447243686849811
unstable,0.515329448840104,0.42635923191209296,0.955729113637787,0.7395128435015109,-1.74815898843012,-0.582855273593601,-1.25107814755766,3.5820924095813798,3.1793586062636803,5.4690436091161,7.06047511924646,4.91120295449812
unstable,0.35631824278903795,0.3982549315635129,0.7656265813075809,0.816153186941437,-0.6942446780947739,-1.88116479017476,-1.66504068037434,4.240450148643871,4.73748797879533,9.58495189697032,6.1334426535443605,4.47314999203021
unstable,0.19894469977112603,0.5329633669519629,0.769604272309572,0.52444533648084,-1.65754044466671,-0.75785724208242,-1.12998594503428,3.54538363178341,9.56253875638499,3.4268832467001404,5.40972936907049,4.725784453911469
stable,0.263066994495977,0.373232953640029,0.536201863594876,0.23108746831622798,-0.9550732805034029,-1.4960320223152899,-1.48101884088602,3.93212414370471,5.29000288515082,2.3827529174180095,7.336731643673691,9.103012668890651
unstable,0.4229510213181,0.40624732146020004,0.10474335039605699,0.7512372298923579,-1.19251270202688,-1.1321395902941398,-1.4180130580605,3.74266535038152,5.23384639136468,8.60670162823405,1.6138189919634398,7.4308361395019995
unstable,0.48946102532640895,0.681830945959184,0.6781186795811689,0.8561180359554692,-1.5070326308258,-0.815900769422774,-1.0913725474625,3.4143059477110698,4.34380830485516,0.7206854764394001,4.87842777781779,9.482111425668199
stable,0.261434187826522,0.46027400678882396,0.35567184474668606,0.487623271710201,-1.35541787963345,-1.82307914464056,-0.752853935631562,3.9313509599055694,3.94424705712639,0.558764130797982,1.13707896712279,0.766000999419112
stable,0.294776865773962,0.846788393952263,0.8066397468483371,0.845680933818215,-0.8524285075923079,-1.8592955342792201,-0.856491203629924,3.56821524550145,9.238644851625802,0.7923451915271229,3.00774313052127,7.676118886828671
unstable,0.685393237674754,0.152983923654648,0.7527011118220199,0.3035548768638,-1.60010862391945,-1.93680335109223,-0.524208595335123,4.0611205703468,7.71917954279529,1.6761254818405402,3.3585006584196697,4.5382602504573395
unstable,0.58526176013901,0.8314307312287629,0.982374362388902,0.83588911457671,-1.91791735398433,-0.9143181246693709,-1.96693950525392,4.79917498390762,4.57326208152118,1.95994538030621,9.23208427524114,7.14055156177909
unstable,0.70510219730288,0.455700672288331,0.592867606074172,0.223898013460905,-1.22514851158392,-1.9707854786414298,-1.08326594709887,4.27919993732422,8.32623154797567,9.710146660370368,7.300131861759991,5.966953543770269
unstable,0.17683330587155105,0.885283775706217,0.52075753907248,0.9241401984656941,-1.5966900096699097,-1.68236946740946,-1.69380545764541,4.972864934724781,3.12714996770163,7.8427734969727805,0.5960533387364699,4.589187016852651
unstable,0.183026273645024,0.111616492973207,0.264904150349143,0.819335948529678,-1.92052016856674,-0.615555317350838,-1.6005697608206102,4.1366452467381905,7.879308731191981,4.0068961079228105,5.394420003613981,7.97824684634536
stable,0.0894597445274564,0.374760248683998,0.64906548214091,0.0626423388482828,-1.5548263467760302,-1.4741014260027798,-1.91841115856698,4.94733893134579,4.77999957696309,5.88188078513357,3.26871855779885,2.1814574959625803
unstable,0.875051141502516,0.184794082734962,0.441274172020961,0.9132406955312091,-1.3334625029076899,-1.3882421669115201,-0.582382306623016,3.3040869764422296,6.73660215009109,1.08029666480086,6.54276830290423,7.60573534866364
unstable,0.5342566822267241,0.812763926748458,0.35465926216037696,0.818732269244934,-1.21242589195555,-1.8396566008198898,-0.83062218785414,3.88270468062958,7.38139206750076,4.16863343168065,3.1465265239262004,8.26882343333848
stable,0.8562264810420009,0.26102428861191396,0.225786188911775,0.731789868319831,-1.44111204020042,-1.8630973371642399,-1.73667550965321,5.04088488701787,5.3375968322829905,5.817097412223281,3.0395211835506295,0.893590420536941
unstable,0.6314738876563101,0.38541688267297297,0.20063047312871898,0.8412480231502809,-1.09648756381708,-1.24758708058606,-1.95097735518691,4.29505199959005,3.0764699550447596,7.47360831767547,9.31710559626259,7.439196876766941
stable,0.156045773528591,0.36098150115582506,0.403449469616266,0.528878247256228,-1.3535616104241202,-0.856386056136235,-0.958738629884354,3.16868629644471,8.30647590336817,1.72764079600553,7.49528521556344,3.5057158707227796
stable,0.6737624911482211,0.32843667823088,0.7246595882135559,0.915449131425086,-1.0203100712891802,-1.3452477005666599,-1.66255648274373,4.02811425459957,5.5120500605233005,1.07579481936445,9.43651723086535,0.84072670515771
stable,0.46690720173278705,0.30844757575528003,0.0593479143685731,0.0572269758910849,-1.33457258180123,-1.6820831110138899,-0.689762584931194,3.70641827774631,8.39257133164343,4.5080304037951295,1.93618640657725,9.58343544991501
stable,0.357155543640119,0.35159307360919295,0.188445727343368,0.3436949201484051,-1.28866583048776,-0.8770843271137909,-1.80473448748281,3.9704846450843596,4.47072093591721,3.0355157603767697,4.64839065198978,8.837005701346039
unstable,0.9469970716526991,0.676251570417462,0.706104100729496,0.7524174840623019,-0.832340297607065,-1.33750129430058,-0.8513210373375559,3.0211626292452003,6.05650073767239,7.90953548499449,7.75704198263503,8.84371482754147
unstable,0.660891499580324,0.11122722926870801,0.567083485563918,0.982512191602425,-1.5303255248246102,-1.71041735777726,-0.826276499763294,4.06701938236516,8.082433629724589,7.564966147009129,8.14924419725185,7.91489582552291
unstable,0.6404315490832261,0.245825039310483,0.141101285470499,0.799949195739198,-1.6036112753721399,-1.0474325224243901,-1.27534478448163,3.9263885822781606,9.98628867271417,9.81814347576185,4.90644091392905,5.983927548665839
unstable,0.160918272831608,0.215533554463909,0.9002308669703041,0.697374399479617,-1.5148787546854199,-1.76741587487892,-1.19219423305774,4.47448886262208,9.817977040743301,9.492714615513801,4.51427409121682,6.70143252000823
unstable,0.0993634037524403,0.47268476043058394,0.44498871458151507,0.4434560070173161,-1.7413851035524601,-1.69406504354902,-1.1330486670221598,4.56849881412364,6.93088491285788,9.0156265936908,8.73674349401855,8.74464875779897
unstable,0.65653048461344,0.67437204810496,0.601635018796582,0.631836965344453,-0.6572283496849821,-0.7473889604845659,-1.2933860546364198,2.6980033648059703,9.26117324384522,8.75711332268377,2.4103154145178705,3.59542307303518
stable,0.17908174982868802,0.0664895327824063,0.522575583222804,0.522263181778672,-0.6810231534442979,-0.5225506105792009,-0.8999607224254641,2.10353448644896,2.8787396032715296,8.007819590004129,5.00439900978858,7.46717244722213
stable,0.336659911551831,0.295798376470413,0.30503761574802696,0.8189733189455258,-0.534293074076413,-1.4193211200939098,-1.5785538070690701,3.5321680012393903,2.08127059605954,1.66137559535283,5.526883387009209,5.07573439906626
stable,0.7752719098246579,0.613428566501082,0.214814500637349,0.8272365968417329,-1.8331593997820201,-1.68262920483049,-0.7689247399256329,4.28471334453814,1.7622663098940399,8.47656696882412,1.19188920824499,2.67368502540633
unstable,0.57338671021373,0.314029310789292,0.6047328017402421,0.73407714581397,-0.576049201167154,-1.4361149602893999,-1.33771449548573,3.34987865694228,6.53829350233857,9.77665488022844,3.26753905057069,7.85996514010782
stable,0.21289926156951997,0.789852970087478,0.47912251787056603,0.32734193848836196,-0.622789850034565,-1.27285087960648,-0.9141013481205909,2.8097420777616398,2.5597834280503102,2.8999637475381803,5.02241610379812,2.4258476532274904
stable,0.307512158237033,0.36585854690916797,0.6115116128581861,0.5857859512907491,-0.715646966113686,-1.2091873752284,-1.06557449051422,2.9904088318563096,2.06971808401103,1.3876934632124498,7.9829163364990405,3.2940299513119604
unstable,0.111770160847765,0.330065335184067,0.773194128229225,0.151153906189392,-1.8558756922901398,-1.97218326757981,-1.73143700169651,5.55949596156646,4.6959385722482505,9.464767653441971,8.27988663851096,0.911235723701736
stable,0.589344106630209,0.30633337659126303,0.120275446264086,0.6810627136080409,-1.9908490371716598,-1.6518143534903202,-0.9466676953644719,4.5893310860264505,3.07881285431095,1.4877387656335102,7.79285334555275,9.80760114952206
unstable,0.30919835462585804,0.6666077112364279,0.66932147099609,0.102087168931664,-1.10145813115551,-1.89543690763894,-0.7152644854160841,3.71215952421053,9.84472982694599,5.9039781576543096,2.80961113444467,5.77862579483297
unstable,0.660422193795261,0.9951293080226401,0.22012768130274502,0.7396520998827221,-1.5031161203997099,-0.658223188223154,-0.56689359361002,2.72823290223288,3.12226408685312,4.97562091519913,1.8009871545417,8.77205314622743
stable,0.15569778097897,0.742547892152262,0.11081490677597901,0.277146218002616,-1.0000872460108499,-1.42991045323219,-1.10714002733354,3.5371377265765798,6.57826081848,7.5081662363865105,0.8801510640322231,2.71330419047688
stable,0.388942839423674,0.17256492423638198,0.7975524578661322,0.0781405188910698,-1.7988893821201102,-1.36554788453262,-1.6542759558250701,4.8187132224777995,2.7229013712089505,6.906374013794661,1.1795483245281202,7.0287403804448
unstable,0.7230989090835,0.471508339288734,0.386994833373445,0.494363117951371,-0.7498916104302509,-1.41440361961173,-1.06786743635284,3.2321626663948195,6.23397688518051,2.20087936089454,6.0547946620465005,7.1028546474970495
unstable,0.933719930757238,0.972146395720198,0.529536740467213,0.66833883492139,-1.3649696247648102,-1.7144149643786397,-1.26092666458715,4.3403112537306,6.373638788685111,7.299032081631019,3.22005616570659,2.90518385450458
stable,0.280975030112666,0.536715918405019,0.174613468055817,0.451894500577418,-1.76073182983031,-1.1184989238836598,-0.998906239749992,3.8781369934639596,2.9159053045945797,3.7174259071614504,3.6700129692574306,9.159106054252321
unstable,0.405164035183415,0.12932754562878898,0.736698526385905,0.461139151955423,-1.92253273424029,-1.08108538632194,-0.841337994211842,3.8449561147740696,6.723805880659749,8.17139198747908,9.50090991403997,3.03647084773961
unstable,0.716041774638249,0.178716988545976,0.469264956435944,0.9318595752902881,-1.2670623808005002,-1.03415147753643,-0.6889410919250689,2.990154950262,4.2015497003429,5.0694663558477195,8.14238224460528,6.629160487034871
unstable,0.329131501615734,0.34893115562253496,0.6304600590434329,0.886878069954386,-0.7241804642696519,-1.2822232698290101,-1.75254122755678,3.75894496165544,3.0064054224364902,8.578244393048559,9.8614821762615,9.08100754086882
stable,0.17885159694114897,0.29248781979220895,0.259995730696729,0.336490541325776,-0.7296003906178291,-1.9074114429677298,-1.5009075723639198,4.13791940594948,1.4718869638011598,9.49585544990707,6.92375766518699,9.34310780596654
stable,0.451780043226444,0.281543545660847,0.190819197689365,0.18903723513269,-1.6104692297780099,-1.92261481260221,-1.40407301261291,4.93715705499313,1.4033517123728099,9.955067342766462,0.9573080273531608,8.034730906069619
stable,0.412857030628714,0.17377781884621601,0.295063106785089,0.0603669324428565,-0.6636342793508779,-1.4688111676996698,-0.5657098992068791,2.69815534625743,9.81057007563393,9.758160480703749,6.66831609776891,0.923945186989836
stable,0.15993959219647597,0.32083621794543,0.31027638161645693,0.142058635645678,-1.23609025390083,-1.2570259798016499,-0.9712229709489741,3.46433920465145,6.20882583026391,7.04923407726216,6.37004285632804,7.27503963810791
unstable,0.74170578024931,0.7235725583232242,0.140651469574678,0.0837856407734472,-0.999279290125985,-0.890279808504425,-1.7161947877747699,3.60575388640518,8.69152141824226,8.175667514119299,3.2013672252687995,1.82331138926608
stable,0.538436686981671,0.124947451155173,0.555304757293302,0.11770865821941802,-1.04631902949093,-1.79075078188411,-1.9031700156626201,4.74023982703766,5.411915192717731,4.05567910023478,2.60826030083481,3.4386989867341806
stable,0.36912082594418705,0.695933064441639,0.34620036337691806,0.690558395917222,-1.6053591043575302,-0.9676531651082451,-1.0972697224996801,3.67028199196545,2.6436934678922297,1.49601948007185,7.7496370769621805,4.2900123592804995
unstable,0.24551390433784898,0.82654697084327,0.7028898208020901,0.36628932319577595,-0.6946898304551611,-0.925348949670675,-0.7266330360144959,2.34667181614033,9.44482645089868,7.43620358621348,2.97000845194517,6.367605205362019
unstable,0.3101265143636,0.5091174049357979,0.682799292262675,0.4251375395573971,-1.03393183871506,-1.7779304885641398,-1.6600148384692401,4.471877165748441,2.58783539934271,3.13044923977914,7.632429270231,7.83511621359409
unstable,0.37767307615987605,0.103172243997331,0.27172126846982303,0.9414006575262851,-1.03158140138814,-0.9105071179926859,-1.2863533271368701,3.2284418465177,9.39091501621733,9.3831022110283,5.657539579632321,9.99396067701522
unstable,0.395304594524598,0.346744000223849,0.597499010047938,0.132699166887271,-1.39984316562404,-1.13388093141332,-1.55206119910456,4.08578529614192,7.8368426603653205,5.6268874530557405,8.70746361992491,4.0767507392376805
unstable,0.7305182783853179,0.9834399375434251,0.418670046495114,0.0898088659332925,-1.4303806519997702,-1.3635830150686299,-1.0942092592216,3.88817292629,8.41147778758859,4.38762521648809,2.9564728525265496,9.978131604731681
unstable,0.135323879841119,0.557061585971409,0.521986106793008,0.6356369501342289,-0.885556037276692,-1.0652413032422499,-1.382767162523,3.3335645030419396,4.06329126996282,7.05764979490467,4.0481694753660795,4.3214024349499
stable,0.19979545728998002,0.0842230585370027,0.0815810955983412,0.293890923369483,-1.69672352189805,-1.76359555759135,-1.22671004370633,4.687029123195731,8.810012969308039,1.8588971133738201,0.990444851048035,9.319420674244
stable,0.40439006688534207,0.519099110058674,0.346509479394312,0.614100140838199,-1.09724922327496,-0.6236186230366929,-1.97937537378895,3.7002432201006,1.8675296571595201,1.6228095736320098,2.4826379564698704,4.59896083826378
unstable,0.9908453901129441,0.202101176531597,0.388764064207248,0.121027915801114,-1.04793651906683,-1.03225720388629,-1.12214501203917,3.2023387349922903,7.60791433103851,7.7277256579659905,3.8552553310588102,5.10256763852292
unstable,0.20989779188126698,0.888085953761727,0.6596189535881041,0.23271787019235898,-1.06128829040433,-1.1214080800615602,-1.62061887910765,3.80331524957354,3.3064417323075803,3.336799778853,8.556392186588969,4.14202400296237
unstable,0.054113362614182994,0.795811363038997,0.734434883523772,0.610547517737,-1.29091276480353,-0.8099942306701909,-1.07277676786191,3.17368376333563,2.5723685967852004,3.8940077791434597,8.69098148499435,9.26141009701084
unstable,0.39173051011639404,0.73105397968199,0.10860305907217402,0.970203690955278,-1.81196810058871,-1.50898238365559,-0.872577012019092,4.19352749626339,7.45047719183463,9.36974145011794,6.3768540260127695,9.63402530146294
stable,0.691067339704019,0.726987891109106,0.972637000993475,0.5341403839777221,-0.547142364813958,-1.31991807589707,-1.83679644290106,3.7038568836120898,1.03871679290244,7.18164976388397,1.6122024145725802,3.07635054208305
unstable,0.228592564714857,0.10659621291729199,0.624345134103742,0.492671094780592,-1.95310825892416,-1.9951565115015701,-1.8658638617603502,5.814128632186081,4.75580184763938,0.9418726952024271,5.87937742652285,7.75644778266184
stable,0.34255016187495396,0.527773109949831,0.194485236811071,0.125112252886951,-0.6910913241049971,-0.710572152892465,-1.15332675590789,2.55499023290535,5.963215854049309,1.6759440681782702,2.4878691272689504,5.71797895152321
unstable,0.231340346956907,0.800843632982174,0.532315383098479,0.8080129753952,-0.8841993402350691,-1.4071101139328601,-1.9522667236998201,4.24357617786775,9.69076810894348,6.20801148865236,8.89630608272749,6.848637528184769
unstable,0.23270640240239804,0.7238750553396021,0.5437578992789339,0.36019751427321295,-1.15714141833048,-1.95764038209347,-1.4226113969532401,4.537393197377191,0.8750377989770841,8.13356765536622,6.47566371526661,3.84197560517403
unstable,0.406449169496651,0.44985127425364596,0.271411521334533,0.6984767378482479,-1.43364815209073,-1.5723649868999,-0.7457583929557471,3.75177153194638,8.456680704254909,7.1099565444775,2.1364928178818796,8.08128652384571
unstable,0.348499312291165,0.402280661987861,0.143327930797085,0.900303362241533,-0.7651849561813872,-1.5683234160258401,-1.72761895941288,4.06112733162011,6.453728060575269,8.52055347467809,3.78436104474202,4.32079071890989
unstable,0.26015670248372197,0.8585920476220609,0.5087269926115271,0.7541073040340792,-1.4199738378108897,-1.03916814947972,-1.9537879257884698,4.41292991307908,8.52694144712745,6.43049191283553,9.7680209849067,8.72621374342244
unstable,0.9515819465144592,0.582521770421673,0.8105760930997491,0.17992414231885298,-0.8143909196805792,-1.90347332735588,-1.8353095284826002,4.553173775519059,8.36254533508554,5.63092353098715,2.20237619403593,0.876967221198347
stable,0.0548528744774905,0.47261944603311407,0.7262276883314671,0.42683113854089605,-1.4322535387181201,-0.7742883454405122,-1.6648389495082399,3.87138083366687,2.7208034799881697,8.47099017688447,3.1927759493699903,1.5046123029312501
unstable,0.449985562271653,0.512553156896584,0.39463507484846205,0.45671535140368896,-1.31652762466009,-1.27823100475807,-1.9948428225452097,4.58960145196337,3.08784768791125,5.682002273537309,5.56920751357691,4.5634982159060495
unstable,0.7225290258089309,0.256389636541628,0.170764576230654,0.0672703182570077,-0.6752575963377839,-1.7767014332500801,-1.14763759498944,3.5995966245773,7.42862348223886,3.5632829638203996,7.07777958780505,8.80020868987403
unstable,0.28769855666498906,0.861393742433885,0.339858950199982,0.951873517441836,-1.02735021463478,-1.59363261586248,-0.711103731622861,3.33208656212012,2.40715492880405,4.997807108021769,1.4345636546690903,7.0358528737095
stable,0.30469878214701196,0.28982862831600503,0.632886458225696,0.14736434576568802,-0.770912765451754,-1.4758187541343601,-1.12959667413625,3.37632819372236,2.68767803251756,6.22497768223544,5.4471590827811305,4.01698828554294
stable,0.569365044524594,0.156108647571678,0.27698650509754696,0.10302304139994801,-1.17041906466061,-1.5182756366643602,-1.9402332574885601,4.62892795881353,5.166692311938969,8.74559875278904,1.3044127945278998,7.21095181492944
unstable,0.9691305940961851,0.22373757661031102,0.687140672248489,0.15365520293017998,-1.31662166346041,-1.4268780848500902,-1.8980118748477501,4.64151162315825,9.39134172741356,9.434330389649539,8.816653585945481,4.26709498048577
unstable,0.6650499824459399,0.263096143560765,0.574690208250161,0.226014238996059,-1.5567246238788501,-1.27111363744787,-1.4194846738669398,4.24732293519366,7.9571621573202505,8.48557393200536,9.594318160605551,1.70657453796415
unstable,0.475881663957562,0.9772327897819771,0.6939731365370749,0.310748256220815,-1.97133689844769,-1.00391948809994,-1.3104251685378798,4.28568155508551,6.54772757228091,4.12828045366032,7.765608985660561,5.73128889441814
stable,0.6807261968142191,0.15854286621619101,0.42324844898592606,0.7288928496299251,-1.5540007611916202,-1.6445232631295201,-1.09111912548231,4.28964314980345,9.36210566291279,0.9163705490487281,1.92221245511898,3.0083289473276
unstable,0.42719710062131605,0.660941767260442,0.677814767779115,0.6993093731522471,-0.9698582099822579,-1.20711699694936,-1.61688648414433,3.7938616910759504,5.74774218841684,8.67913258870564,3.1770323393036604,7.86820529378735
unstable,0.9092159724568841,0.709883687498916,0.689898029388809,0.10273859165329499,-0.5413262232117471,-0.9101832729564509,-1.7250343469371299,3.1765438431053297,9.28797295933934,1.85402413707852,5.95041088542496,6.855399114836709
unstable,0.134541995197553,0.6433580387376839,0.342558416840207,0.5085701779762279,-1.0248595708812,-1.9831124070374098,-1.1294785610426201,4.13745053896123,1.5172138832817599,7.6271190136869205,5.39140310322262,9.46911156996603
stable,0.86527834114193,0.946786103768856,0.972077742363181,0.300380274578778,-1.5156340486380202,-0.665912116552994,-1.02846009982309,3.2100062650141,2.02637277271937,9.05345769447426,1.9646638972429902,2.79987601061338
stable,0.9142449459636791,0.116081543233854,0.5071772351472651,0.6326162612820749,-0.543116389364679,-0.941027981977561,-1.8656647810424098,3.3498091523846503,4.7690882878561105,9.301422541340589,3.62220327122015,0.6225075139235821
unstable,0.623563491699744,0.43159452781290003,0.238662619764956,0.135169226827596,-0.8664100625093101,-0.830306407017715,-0.7882036213770859,2.48492009090411,9.593087485667711,3.7111887624311697,6.24206955072893,6.04155341874773
stable,0.45286192968692496,0.538990136954822,0.20642517786067602,0.640118567458307,-0.810156504348177,-0.813620578114432,-1.3835378691601798,3.00731495162279,1.88111555550742,0.7065445196404009,3.9512369384323,6.521481043784469
unstable,0.5124824063811021,0.8843833269483431,0.5274759857167051,0.33571865331417206,-1.7659558703205902,-1.07292303069144,-1.66788847946668,4.50676738047871,8.57915888823136,4.4365095848729,8.27832235384072,6.42547065523049
unstable,0.765132855235613,0.925068873389395,0.8887384557073459,0.7419338759969799,-1.31918744343427,-1.5979911883252902,-1.13855743317693,4.05573606493649,4.240233597368951,7.601468082058071,8.04373234775131,5.94214352578266
unstable,0.150495762789384,0.380065431859327,0.7793778921486321,0.999357153477741,-1.07382380787128,-1.21509459159184,-1.5888556773655,3.87777407682862,6.81455616849465,6.6304770938166495,4.301498706998911,7.1896678210544405
unstable,0.767694098335038,0.41411400842532203,0.843159062933141,0.128008979029284,-1.76615508159369,-0.522304009242868,-1.7017940183146598,3.99025310915122,4.58389659879648,6.0129920217457,3.3075631598561204,2.9248892579770898
unstable,0.683731301008164,0.965692995415408,0.16308882225951998,0.193340295222455,-1.8904138538922302,-1.23613247358999,-1.87860124458711,5.005147572069331,3.21432557962737,7.797326447955821,6.750663990453769,8.04775243523616
unstable,0.5169019334778711,0.7381565656580742,0.7307826551587472,0.293068100845697,-1.6825672943361203,-0.7836815587013259,-1.9478086340048701,4.41405748704232,6.218103593080571,3.6737939911398705,9.98528132895328,4.24234076934067
unstable,0.8529718702864979,0.17607841862218498,0.9004063185313679,0.23095857025132197,-1.48666288691543,-1.29417147923033,-1.07764279073011,3.8584771568758702,5.136681804109901,0.709651873363589,3.0536883301125495,1.49555392883472
stable,0.7191507553307541,0.438224618055785,0.124592719464166,0.15533766668497598,-0.660071270251018,-0.954337166247401,-1.59335137081238,3.2077598073108,3.05932775573494,4.6340074865326795,8.8867022309984,4.26077948238247
stable,0.288944299616595,0.940293905233514,0.216478359572841,0.48158464305211207,-1.28692515639382,-1.3077303567417,-1.78757008087497,4.382225594010491,1.37473736685695,2.03454359202317,7.17337545452402,5.75293567726482
unstable,0.28066406651552,0.5923166849965,0.42949044541353903,0.16996760080333498,-1.5101580146563602,-1.5851481920842099,-1.0650226670176999,4.16032887375827,9.87101794824618,5.93325377844591,9.95044941589993,4.84004858793096
stable,0.5950003073897591,0.45546806199852297,0.656486701065516,0.42441837506830893,-1.52266300915892,-1.53763102905339,-1.8187049214464799,4.87899895965879,8.939061871323071,1.64834812514386,1.09469102022395,8.30616386821909
unstable,0.20724458685826,0.0886308425040217,0.651552263280233,0.36919827628241203,-0.94696290256168,-1.1369105673631001,-0.5090897249447179,2.5929631948695,4.86476288925979,3.6477333680805804,9.489084384322501,9.99104639508785
unstable,0.9531398361415491,0.7507726965686329,0.24732416745180105,0.8504766292438192,-0.9995654335818841,-1.89804502618273,-1.91568281487551,4.81329327464012,7.85145037228401,8.63229757609295,2.74393703022159,6.5680882245256695
unstable,0.46154531634333296,0.15639724157527599,0.437280046100062,0.9359752014714,-1.19784105071947,-1.74959885546276,-1.04090905028214,3.9883489564643697,7.31502619733929,3.0875522275467904,9.39661200638805,3.6886252798814905
